Timestamp,Agreed,Gender,Age,Weight,Income,College fees,Scholarship,Loans,Course,CGPA,Backlog,Study Hours,Smartphone Usage,Laptop Usage,Sleep Hours,Medications,Financial Stress,Smoking Habit,Drinking Habit,Smartwatch,Smarthwatch Brand,Low BPM,Average BPM,High BPM,Steps walked 
2024/02/01 4:33:31 pm GMT+5:30,YES,Female,18,45,60000,62000,Yes,Yes,BTech,7.7,0,2,5,2,9,No,4,No,No,Yes,Fastrack,65,90,110,221781
2024/02/01 4:33:31 pm GMT+5:30,YES,Male,23,66,200000,90000,Yes,No,BTech,9.8,3,2,5,2,7,Yes,5,No,No,Yes,Mi,62,97,105,469914
2024/02/01 4:33:32 pm GMT+5:30,YES,Male,17,59,30000,90000,Yes,Yes,BSc,8,0,3,3,0,8,Yes,6,No,No,Yes,Noise,75,86,112,254450
2024/02/01 4:33:32 pm GMT+5:30,YES,Female,18,52,30000,62000,No,No,Msc,9.2,0,3,4,1,8,No,8,No,No,Yes,Firebolt,63,94,100,295779
2024/02/01 4:33:33 pm GMT+5:30,YES,Male,20,56,70000,115000,Yes,Yes,Mcom,6.6,2,2,3,0,7,No,7,Yes,Yes,Yes,Noise,79,90,107,324466
2024/02/01 4:33:33 pm GMT+5:30,YES,Male,18,56,15000,115000,No,No,Bcom,8.6,0,1,4,1,7,No,7,No,No,Yes,Fossil,76,96,109,362778
2024/02/01 4:33:34 pm GMT+5:30,YES,Male,21,49,15000,115000,Yes,Yes,MCA,6.8,3,2,6,0,7,No,6,No,No,Yes,Fastrack,64,98,111,224220
2024/02/01 4:33:34 pm GMT+5:30,YES,Female,17,57,40000,62000,No,No,MTech,8.7,0,3,4,2,8,No,7,No,No,Yes,Fossil,77,91,99,441223
2024/02/01 4:33:34 pm GMT+5:30,YES,Male,19,64,40000,108000,Yes,Yes,BE,7.1,1,1,6,2,8,No,9,Yes,Yes,Yes,Noise,61,83,96,363947
2024/02/01 4:33:35 pm GMT+5:30,YES,Female,19,66,30000,62000,No,Yes,BE,6.3,2,1,4,0,7,No,8,No,No,Yes,Samsung,68,85,115,309436
2024/02/01 4:33:35 pm GMT+5:30,YES,Female,23,51,15000,63000,No,Yes,BCA,6.6,2,2,6,2,7,No,7,No,No,Yes,Fitbit,80,95,108,460227
2024/02/01 4:33:36 pm GMT+5:30,YES,Male,21,50,100000,105000,No,Yes,Bcom,9.4,3,3,4,2,9,No,8,No,No,Yes,Samsung,72,99,98,283150
2024/02/01 4:33:36 pm GMT+5:30,YES,Male,21,56,20000,115000,Yes,No,Bcom,8,0,2,3,0,7,No,7,No,No,Yes,AmazFit,69,93,96,261877
2024/02/01 4:33:37 pm GMT+5:30,YES,Male,20,69,60000,65000,No,No,MTech,8.6,1,1,3,0,7,No,9,No,No,Yes,Fastrack,64,82,98,203146
2024/02/01 4:33:37 pm GMT+5:30,YES,Male,24,62,15000,62000,Yes,Yes,BCA,7.5,1,1,6,0,9,No,9,No,No,Yes,Fastrack,66,98,114,231637
2024/02/01 4:33:38 pm GMT+5:30,YES,Female,19,51,100000,87000,No,No,MTech,7.5,3,2,4,1,8,No,7,No,No,Yes,Mi,60,96,101,212561
2024/02/01 4:33:38 pm GMT+5:30,YES,Female,18,67,50000,108000,No,No,Bcom,8.5,1,1,6,2,9,No,7,No,No,Yes,Samsung,80,92,106,305625
2024/02/01 4:33:38 pm GMT+5:30,YES,Male,17,70,100000,65000,Yes,No,Bcom,7,2,1,3,0,7,No,9,Yes,Yes,Yes,Fastrack,76,86,105,392558
2024/02/01 4:33:39 pm GMT+5:30,YES,Female,22,59,20000,108000,Yes,No,MTech,8.2,0,3,5,0,7,No,9,No,No,Yes,AmazFit,78,90,111,234280
2024/02/01 4:33:39 pm GMT+5:30,YES,Male,24,52,70000,90000,Yes,Yes,BE,6.4,2,2,4,2,8,No,7,No,No,Yes,Fitbit,70,90,105,274470
2024/02/01 4:33:40 pm GMT+5:30,YES,Male,19,69,15000,45000,No,No,Bsc,7.6,1,2,5,1,8,No,8,No,No,Yes,Apple,66,95,111,240750
2024/02/01 4:33:40 pm GMT+5:30,YES,Male,19,52,15000,62000,No,Yes,Bcom,8.6,1,2,6,1,9,No,7,Yes,Yes,Yes,Fastrack,75,89,111,435790
2024/02/01 4:33:41 pm GMT+5:30,YES,Female,21,59,200000,90000,Yes,Yes,Msc,6.4,2,3,5,0,9,No,8,No,No,Yes,Apple,80,99,108,267090
2024/02/01 4:33:41 pm GMT+5:30,YES,Male,22,61,70000,108000,Yes,No,BTech,8.7,0,1,5,2,8,No,6,No,No,Yes,FitBit,64,81,116,411240
2024/02/01 4:33:41 pm GMT+5:30,YES,Female,17,52,15000,65000,No,No,BCA,6.5,0,3,5,0,8,No,4,No,No,Yes,Mi,75,98,104,421934
2024/02/01 4:33:42 pm GMT+5:30,YES,Male,24,60,200000,108000,Yes,Yes,MCA,9,2,3,5,1,7,No,6,No,No,Yes,Fossil Gen,72,95,110,245700
2024/02/01 4:33:42 pm GMT+5:30,YES,Male,23,62,60000,87000,No,No,BCA,7.5,2,2,4,2,9,No,6,Yes,Yes,Yes,Firebolt,79,96,99,431579
2024/02/01 4:33:43 pm GMT+5:30,YES,Male,18,64,30000,108000,No,No,MTech,9.7,0,2,6,2,8,No,4,No,No,Yes,Fossil Gen,70,95,102,437147
2024/02/01 4:33:43 pm GMT+5:30,YES,Male,18,64,200000,87000,No,Yes,Mcom,7.7,0,2,6,2,9,No,4,No,No,Yes,Boat,69,91,102,370702
2024/02/01 4:33:43 pm GMT+5:30,YES,Male,21,47,50000,105000,Yes,No,Bcom,6.2,0,1,5,1,7,No,4,No,No,Yes,Firebolt,78,87,113,211367
2024/02/01 4:33:44 pm GMT+5:30,YES,Female,20,69,60000,62000,No,No,BCA,7.5,3,1,4,0,7,No,5,No,No,Yes,Mi,61,99,104,329726
2024/02/01 4:33:44 pm GMT+5:30,YES,Female,21,66,70000,105000,No,No,BE,6.8,1,3,3,1,7,No,6,No,No,Yes,FitBit,72,83,97,449638
2024/02/01 4:33:45 pm GMT+5:30,YES,Female,19,57,65000,63000,Yes,Yes,MTech,9.2,2,1,5,2,8,No,6,Yes,No,Yes,Fastrack,70,81,103,438534
2024/02/01 4:33:46 pm GMT+5:30,YES,Male,20,64,95000,45000,No,Yes,Msc,9.5,2,2,5,0,8,No,5,Yes,No,Yes,AmazFit,68,90,95,211555
2024/02/01 4:33:46 pm GMT+5:30,YES,Female,18,65,200000,105000,Yes,Yes,BCA,6.4,3,3,6,0,9,No,5,Yes,Yes,Yes,AmazFit,80,85,95,415730
2024/02/01 4:33:46 pm GMT+5:30,YES,Female,23,45,20000,87000,No,No,Bcom,9.6,2,2,5,2,7,No,6,No,no,Yes,Firebolt,77,97,110,430713
2024/02/01 4:33:47 pm GMT+5:30,YES,Male,18,65,50000,115000,Yes,No,Bsc,6.8,2,1,6,0,9,No,5,Yes,Yes,Yes,Mi,73,82,100,358673
2024/02/01 4:33:47 pm GMT+5:30,YES,Female,23,56,70000,105000,No,No,MTech,6.7,3,1,4,0,8,No,5,Yes,Yes,Yes,AmazFit,75,97,107,476093
2024/02/01 4:33:48 pm GMT+5:30,YES,Female,17,50,80000,62000,Yes,Yes,BE,8.3,0,3,6,2,7,No,4,Yes,No,Yes,Fastrack,77,86,111,221348
2024/02/01 4:33:48 pm GMT+5:30,YES,Female,21,51,95000,87000,No,Yes,Bsc,6.7,0,3,6,1,9,No,5,Yes,Yes,Yes,Fossil Gen,69,98,110,499198
2024/02/01 4:33:48 pm GMT+5:30,YES,Male,19,64,30000,108000,No,Yes,Mcom,6.7,0,1,6,2,8,No,6,Yes,Yes,Yes,AmazFit,76,96,97,488939
2024/02/01 4:33:49 pm GMT+5:30,YES,Female,24,55,200000,62000,No,No,BTech,8.6,1,2,6,0,8,No,9,Yes,Yes,Yes,Mi,69,99,95,400588
2024/02/01 4:33:49 pm GMT+5:30,YES,Female,22,47,40000,63000,Yes,No,MCA,9,0,3,3,2,9,No,8,No,No,Yes,Fossil,67,93,108,423340
2024/02/01 4:33:50 pm GMT+5:30,YES,Female,21,45,30000,68000,Yes,No,MCA,6.5,0,5,5,4,9,No,8,No,No,Yes,Boat,68,72,93,356752
2024/02/01 4:33:50 pm GMT+5:30,YES,Male,18,50,65000,65000,Yes,Yes,Msc,9.2,3,3,4,1,9,No,9,No,No,Yes,Boat,74,98,106,441332
2024/02/01 4:33:50 pm GMT+5:30,YES,Female,18,67,15000,108000,No,No,MTech,6.9,3,2,5,1,7,No,8,No,No,Yes,FitBit,73,92,100,401311
2024/02/01 4:33:51 pm GMT+5:30,YES,Male,20,54,95000,87000,No,No,Bcom,8.2,3,1,4,2,9,No,8,No,No,Yes,Firebolt,64,94,96,478790
2024/02/01 4:33:51 pm GMT+5:30,YES,Male,22,47,20000,115000,Yes,Yes,Bsc,7.6,2,3,6,2,7,No,9,Yes,No,Yes,Boat,67,82,100,454591
2024/02/01 4:33:51 pm GMT+5:30,YES,Female,21,57,20000,105000,Yes,Yes,Bcom,6.9,3,3,3,1,8,No,6,No,No,Yes,Samsung,75,89,115,473221
2024/02/01 4:33:52 pm GMT+5:30,YES,Male,17,62,100000,108000,No,Yes,Mcom,9.2,3,1,3,1,8,No,6,No,No,Yes,Firebolt,78,92,100,461801
2024/02/01 4:33:52 pm GMT+5:30,YES,Female,20,51,100000,65000,No,Yes,Msc,9.4,2,1,6,2,7,No,9,Yes,No,Yes,Fastrack,70,84,98,285190
2024/02/01 4:33:53 pm GMT+5:30,YES,Female,19,60,15000,105000,No,Yes,Bsc,8.2,1,3,5,0,8,No,9,No,No,Yes,AmazFit,70,86,110,278009
2024/02/01 4:33:53 pm GMT+5:30,YES,Female,23,56,100000,65000,Yes,No,MTech,8.1,1,1,4,1,8,No,7,No,No,Yes,Fastrack,68,97,103,274108
2024/02/01 4:33:54 pm GMT+5:30,YES,Female,24,69,200000,65000,Yes,Yes,Mcom,9,0,2,6,1,9,No,6,No,No,Yes,Apple,66,89,102,466344
2024/02/01 4:33:54 pm GMT+5:30,YES,Male,21,59,100000,87000,No,Yes,Bcom,6.9,1,3,4,0,9,No,8,No,No,Yes,Fastrack,63,94,96,218057
2024/02/01 4:33:55 pm GMT+5:30,YES,Female,20,69,100000,45000,No,Yes,Bsc,7.7,0,3,5,1,7,No,9,Yes,No,Yes,AmazFit,65,99,98,444118
2024/02/01 4:33:55 pm GMT+5:30,YES,Male,24,57,20000,115000,No,Yes,BCA,9.8,2,3,5,1,9,No,7,No,No,Yes,Fossil Gen,78,88,105,274278
2024/02/01 4:33:56 pm GMT+5:30,YES,Female,22,65,30000,115000,Yes,No,Mcom,9.7,2,2,6,1,9,No,9,Yes,No,Yes,Mi,65,94,112,254938
2024/02/01 4:33:57 pm GMT+5:30,YES,Female,20,70,80000,90000,No,No,BCA,9.1,1,2,6,1,7,No,8,No,No,Yes,Apple,69,91,115,400149
2024/02/01 4:33:57 pm GMT+5:30,YES,Female,18,60,70000,87000,Yes,No,MTech,6.1,2,2,5,2,8,No,8,No,No,Yes,Fastrack,73,92,113,239504
2024/02/01 4:33:58 pm GMT+5:30,YES,Male,23,63,15000,105000,No,No,MTech,6.6,3,2,3,2,8,No,9,No,No,Yes,Apple,78,86,98,385584
2024/02/01 4:33:58 pm GMT+5:30,YES,Male,18,60,95000,65000,No,No,MCA,6.9,2,2,6,2,9,No,7,No,No,Yes,Firebolt,67,91,110,317222
2024/02/01 4:33:58 pm GMT+5:30,YES,Male,22,70,80000,65000,No,No,Msc,7.1,0,2,3,0,9,No,6,No,No,Yes,Fitbit,65,94,104,430708
2024/02/01 4:33:59 pm GMT+5:30,YES,Male,17,67,20000,87000,No,Yes,Msc,8.9,1,1,4,0,9,No,6,No,No,Yes,Fitbit,60,86,103,403899
2024/02/01 4:33:59 pm GMT+5:30,YES,Female,23,70,70000,45000,No,No,Bsc,9.5,2,2,5,1,7,No,6,Yes,Yes,Yes,Fitbit,77,92,96,426164
2024/02/01 4:34:00 pm GMT+5:30,YES,Female,20,52,80000,62000,Yes,Yes,Bcom,9.9,3,2,3,0,9,No,6,Yes,Yes,Yes,AmazFit,67,84,110,327926
2024/02/01 4:34:00 pm GMT+5:30,YES,Female,22,55,30000,115000,Yes,No,Bcom,9.9,0,3,6,0,7,No,7,No,No,Yes,Fossil Gen,78,93,103,488106
2024/02/01 4:34:01 pm GMT+5:30,YES,Female,17,56,40000,45000,No,Yes,Bsc,6.4,1,2,5,1,8,No,6,No,No,Yes,Boat,68,90,101,248638
2024/02/01 4:34:01 pm GMT+5:30,YES,Male,20,58,65000,45000,No,No,MCA,9,2,1,4,1,7,No,6,No,No,Yes,FireBolt,75,98,100,413879
2024/02/01 4:34:02 pm GMT+5:30,YES,Male,23,50,65000,108000,Yes,Yes,BTech,8,0,3,5,0,8,No,8,No,No,Yes,Noise,77,89,105,310352
2024/02/01 4:34:02 pm GMT+5:30,YES,Female,20,65,200000,87000,No,No,Bcom,7.9,2,2,4,2,7,No,8,No,No,Yes,Boat,60,88,116,497665
2024/02/01 4:34:03 pm GMT+5:30,YES,Female,19,61,60000,63000,No,Yes,BE,9.9,2,1,4,0,8,No,8,Yes,Yes,Yes,FitBit,65,82,99,248596
2024/02/01 4:34:03 pm GMT+5:30,YES,Female,23,54,40000,108000,No,Yes,Bcom,8.6,1,3,5,1,8,No,7,Yes,Yes,Yes,Fossil,65,92,115,485309
2024/02/01 4:34:03 pm GMT+5:30,YES,Male,22,59,65000,45000,Yes,No,Mcom,6,2,3,5,2,8,No,6,Yes,Yes,Yes,Boat,63,87,100,220034
2024/02/01 4:34:04 pm GMT+5:30,YES,Male,22,63,40000,90000,No,Yes,Bcom,9.7,2,2,6,0,9,No,8,Yes,Yes,Yes,Fossil,74,81,114,203670
2024/02/01 4:34:04 pm GMT+5:30,YES,Male,23,52,65000,115000,No,Yes,Mcom,8.8,3,3,4,1,8,No,7,Yes,No,Yes,AmazFit,62,85,110,203439
2024/02/01 4:34:05 pm GMT+5:30,YES,Male,19,62,80000,45000,No,No,Bcom,7.9,2,2,4,2,8,No,9,No,No,Yes,Noise,66,85,95,438858
2024/02/01 4:34:05 pm GMT+5:30,YES,Male,18,46,20000,105000,No,No,Mcom,8.6,3,2,4,2,8,No,6,No,No,Yes,FireBolt,73,97,110,369186
2024/02/01 4:34:06 pm GMT+5:30,YES,Male,24,61,50000,105000,Yes,No,Mcom,7.7,3,1,6,0,9,No,6,No,No,Yes,Fossil Gen,77,83,110,418473
2024/02/01 4:34:06 pm GMT+5:30,YES,Female,24,46,70000,115000,Yes,Yes,Msc,9.2,2,3,3,1,9,No,8,Yes,No,Yes,Fastrack,64,97,103,272130
2024/02/01 4:34:07 pm GMT+5:30,YES,Male,19,48,80000,65000,Yes,Yes,BCA,9.3,1,3,4,0,9,No,9,No,No,Yes,AmazFit,79,89,95,201578
2024/02/01 4:34:07 pm GMT+5:30,YES,Female,20,45,60000,115000,Yes,No,MCA,7,0,1,7,1,7,No,7,No,No,Yes,FitBit,66,90,103,275308
2024/02/01 4:34:08 pm GMT+5:30,YES,Male,19,52,70000,90000,Yes,Yes,BE,6.8,1,3,6,2,9,No,8,No,Yes,Yes,Noise,62,97,110,464878
2024/02/01 4:34:08 pm GMT+5:30,YES,Female,18,61,200000,63000,No,No,Mcom,8.9,0,1,3,2,9,No,7,No,Yes,Yes,Fastrack,78,87,98,377113
2024/02/01 4:34:09 pm GMT+5:30,YES,Male,19,64,30000,105000,No,No,MTech,6.5,1,1,3,0,8,No,9,Yes,Yes,Yes,Samsung,75,89,105,379788
2024/02/01 4:34:09 pm GMT+5:30,YES,Male,17,55,95000,65000,Yes,No,Bsc,6.5,1,1,4,1,9,No,6,Yes,Yes,Yes,AmazFit,71,95,112,314502
2024/02/01 4:34:10 pm GMT+5:30,YES,Female,19,56,200000,115000,Yes,No,Bcom,8.4,3,1,5,2,8,No,8,No,No,Yes,Fastrack,80,99,116,480603
2024/02/01 4:34:10 pm GMT+5:30,YES,Male,24,56,15000,63000,No,Yes,Bsc,6.6,2,1,6,2,9,No,6,No,No,Yes,FireBolt,60,88,100,351447
2024/02/01 4:34:11 pm GMT+5:30,YES,Male,19,61,20000,63000,No,Yes,BTech,9.5,0,3,4,2,7,No,6,Yes,No,Yes,Fossil,63,92,104,373374
2024/02/01 4:34:11 pm GMT+5:30,YES,Male,21,47,80000,87000,No,No,MTech,9.7,2,1,6,2,9,No,7,Yes,No,Yes,AmazFit,62,99,106,491605
2024/02/01 4:34:12 pm GMT+5:30,YES,Female,18,63,70000,108000,No,No,BTech,7.1,2,3,4,2,7,No,6,No,Yes,Yes,Fossil Gen,65,93,111,315641
2024/02/01 4:34:12 pm GMT+5:30,YES,Female,21,61,80000,45000,No,Yes,BTech,6,1,3,3,1,9,No,6,Yes,Yes,Yes,Apple,76,81,105,263388
2024/02/01 4:34:13 pm GMT+5:30,YES,Male,24,50,95000,45000,No,No,Bsc,6.2,2,3,6,0,7,No,9,Yes,No,Yes,AmazFit,66,99,114,212868
2024/02/01 4:34:14 pm GMT+5:30,YES,Female,18,52,30000,45000,Yes,No,MCA,6.8,2,1,3,2,8,No,6,Yes,No,Yes,Fossil,72,92,102,305133
2024/02/01 4:34:14 pm GMT+5:30,YES,Male,19,64,50000,90000,Yes,Yes,Bcom,8.9,0,1,3,0,8,No,7,Yes,Yes,Yes,Firebolt,70,95,95,424729
2024/02/01 4:34:15 pm GMT+5:30,YES,Male,21,70,30000,62000,No,Yes,BE,9.1,3,3,5,2,7,No,9,No,Yes,Yes,Samsung,71,92,108,498556
2024/02/01 4:34:15 pm GMT+5:30,YES,Female,17,47,65000,87000,No,No,Msc,8.4,3,2,5,0,7,No,6,No,No,Yes,Fossil Gen,75,99,116,416963
2024/02/01 4:34:16 pm GMT+5:30,YES,Female,22,57,70000,105000,No,Yes,Msc,9.2,2,3,4,2,8,No,6,Yes,No,Yes,Mi,70,84,114,385357
2024/02/01 4:34:16 pm GMT+5:30,YES,Female,19,48,60000,115000,Yes,Yes,Bsc,7.3,0,2,6,1,8,No,6,Yes,No,Yes,Fitbit,73,83,97,437887
2024/02/01 4:34:17 pm GMT+5:30,YES,Female,17,66,40000,45000,Yes,Yes,MCA,6.3,2,3,4,2,8,No,9,No,No,Yes,Mi,62,88,98,209749
2024/02/01 4:34:17 pm GMT+5:30,YES,Female,21,70,95000,63000,Yes,No,BTech,6.3,3,1,3,0,8,No,8,No,Yes,Yes,Firebolt,79,89,113,466086
2024/02/01 4:34:17 pm GMT+5:30,YES,Male,21,59,80000,90000,Yes,Yes,BTech,9.1,3,2,3,2,7,No,7,Yes,Yes,Yes,Noise,67,83,110,218472
2024/02/01 4:34:18 pm GMT+5:30,YES,Male,24,70,80000,90000,Yes,No,BCA,7.9,2,1,6,2,7,No,7,No,Yes,Yes,Fossil Gen,79,83,95,282138
2024/02/01 4:34:18 pm GMT+5:30,YES,Female,21,53,40000,45000,Yes,No,BE,7.6,3,3,4,1,8,No,7,Yes,Yes,Yes,Firebolt,60,98,104,258870
2024/02/01 4:34:19 pm GMT+5:30,YES,Male,22,47,20000,62000,Yes,Yes,BTech,9.1,3,3,4,2,7,No,6,No,Yes,Yes,Apple,73,82,95,244962
2024/02/01 4:34:19 pm GMT+5:30,YES,Male,20,57,50000,45000,Yes,No,MCA,8.7,2,3,5,0,8,No,8,No,Yes,Yes,FireBolt,69,95,100,238883
2024/02/01 4:34:20 pm GMT+5:30,YES,Male,24,61,100000,65000,No,No,BTech,6,0,1,6,1,8,No,9,No,Yes,Yes,Boat,70,87,100,227030
2024/02/01 4:34:20 pm GMT+5:30,YES,Male,17,49,20000,65000,No,No,Mcom,8.1,1,1,4,1,9,No,6,No,Yes,Yes,Firebolt,60,94,104,374144
2024/02/01 4:34:21 pm GMT+5:30,YES,Male,18,45,40000,90000,No,No,BCA,8.9,3,1,3,1,7,No,8,Yes,Yes,Yes,AmazFit,65,96,113,423808
2024/02/01 4:34:21 pm GMT+5:30,YES,Male,17,49,200000,63000,Yes,No,BE,6,2,1,4,0,8,No,9,No,No,Yes,Fastrack,60,84,100,475037
2024/02/01 4:34:21 pm GMT+5:30,YES,Male,19,56,30000,87000,Yes,No,BTech,8.4,2,3,3,0,7,No,8,No,No,Yes,AmazFit,73,92,105,335446
2024/02/01 4:34:22 pm GMT+5:30,YES,Female,20,60,60000,108000,No,No,Msc,7,1,1,6,2,9,No,6,No,No,Yes,Boat,80,95,103,228898
2024/02/01 4:34:22 pm GMT+5:30,YES,Male,19,54,60000,105000,Yes,Yes,BCA,9.6,2,1,4,1,7,No,8,Yes,Yes,Yes,Firebolt,60,91,95,323881
2024/02/01 4:34:23 pm GMT+5:30,YES,Male,22,45,95000,108000,No,Yes,Msc,7.5,2,1,5,1,9,No,9,Yes,Yes,Yes,Fitbit,64,99,109,272031
2024/02/01 4:34:23 pm GMT+5:30,YES,Male,21,45,200000,115000,Yes,Yes,MCA,6.3,2,2,6,2,9,No,6,No,No,Yes,Samsung,72,87,113,319483
2024/02/01 4:34:24 pm GMT+5:30,YES,Female,17,57,50000,108000,No,Yes,BCA,8.1,2,1,3,0,7,No,8,Yes,Yes,Yes,AmazFit,80,84,106,315683
2024/02/01 4:34:24 pm GMT+5:30,YES,Female,20,64,95000,108000,Yes,No,Mcom,9.7,3,3,3,2,8,No,8,Yes,Yes,Yes,Firebolt,64,83,106,248517
2024/02/01 4:34:24 pm GMT+5:30,YES,Male,20,64,200000,45000,No,No,Bsc,7.6,0,3,4,2,9,No,9,Yes,Yes,Yes,Firebolt,75,95,102,286390
2024/02/01 4:34:25 pm GMT+5:30,YES,Female,21,67,95000,108000,Yes,No,Mcom,6.7,2,3,3,1,9,No,9,Yes,Yes,Yes,FireBolt,78,85,99,428802
2024/02/01 4:34:26 pm GMT+5:30,YES,Female,21,64,65000,63000,No,Yes,Bcom,6.9,0,2,4,0,9,No,6,No,Yes,Yes,Fitbit,63,87,115,341344
2024/02/01 4:34:26 pm GMT+5:30,YES,Male,19,70,40000,45000,No,Yes,Mcom,6.3,3,1,4,2,9,No,8,No,Yes,Yes,Noise,72,82,104,455673
2024/02/01 4:34:27 pm GMT+5:30,YES,Male,18,55,30000,115000,Yes,No,Msc,9,2,3,3,1,7,No,8,No,Yes,Yes,FireBolt,67,98,110,354950
2024/02/01 4:34:27 pm GMT+5:30,YES,Male,17,60,50000,63000,No,Yes,BCA,9.6,2,2,5,2,8,No,6,Yes,Yes,Yes,FitBit,65,82,113,335844
2024/02/01 4:34:28 pm GMT+5:30,YES,Female,19,63,70000,65000,No,Yes,BCA,7.2,2,2,4,0,7,No,9,No,No,Yes,Apple,60,82,105,204894
2024/02/01 4:34:28 pm GMT+5:30,YES,Female,23,65,60000,45000,No,Yes,Mcom,8.1,3,1,5,1,7,No,9,No,No,Yes,Noise,61,86,113,402138
2024/02/01 4:34:29 pm GMT+5:30,YES,Male,17,69,50000,62000,No,No,Bsc,9.1,1,2,3,0,8,No,7,No,No,Yes,FitBit,74,87,108,480712
2024/02/01 4:34:29 pm GMT+5:30,YES,Male,17,61,70000,45000,No,Yes,BCA,9.9,2,3,6,1,7,No,8,Yes,Yes,Yes,Fossil,72,89,97,428741
2024/02/01 4:34:30 pm GMT+5:30,YES,Male,23,46,30000,63000,No,No,BE,7.9,2,2,4,0,8,No,6,Yes,Yes,Yes,Mi,74,92,112,440650
2024/02/01 4:34:30 pm GMT+5:30,YES,Male,20,52,100000,62000,Yes,Yes,Bsc,7.1,3,2,6,1,9,No,7,No,No,Yes,Boat,76,82,113,303185
2024/02/01 4:34:31 pm GMT+5:30,YES,Male,23,52,20000,45000,Yes,Yes,BE,7.7,1,3,5,0,8,No,9,No,No,Yes,Fossil,72,99,102,253795
2024/02/01 4:34:31 pm GMT+5:30,YES,Male,21,54,40000,105000,Yes,Yes,BCA,6.5,0,1,5,0,8,No,7,Yes,Yes,Yes,Boat,68,95,102,278454
2024/02/01 4:34:32 pm GMT+5:30,YES,Female,17,58,95000,65000,No,Yes,BCA,9.9,3,1,4,0,7,No,6,Yes,Yes,Yes,Fastrack,61,85,114,214065
2024/02/01 4:34:32 pm GMT+5:30,YES,Male,19,65,60000,62000,Yes,Yes,MTech,8.2,3,2,4,2,7,Yes,8,No,Yes,Yes,Boat,70,82,102,224362
2024/02/01 4:34:32 pm GMT+5:30,YES,Male,23,56,50000,90000,No,Yes,Mcom,6,2,2,3,1,9,Yes,6,No,Yes,Yes,Apple,79,93,104,435334
2024/02/01 4:34:33 pm GMT+5:30,YES,Male,20,64,60000,90000,No,No,BTech,8.1,3,3,3,0,9,Yes,7,No,Yes,Yes,Apple,69,97,104,411863
2024/02/01 4:34:33 pm GMT+5:30,YES,Male,20,48,200000,65000,Yes,No,MTech,7,0,3,3,0,7,Yes,8,No,Yes,Yes,Mi,69,83,103,347037
2024/02/01 4:34:34 pm GMT+5:30,YES,Female,24,46,15000,87000,Yes,No,Bsc,6.6,2,2,4,1,7,Yes,9,No,Yes,Yes,Apple,62,85,102,254461
2024/02/01 4:34:34 pm GMT+5:30,YES,Female,18,63,15000,65000,No,Yes,BTech,6,1,3,4,0,8,Yes,7,No,Yes,Yes,AmazFit,73,84,97,476153
2024/02/01 4:34:35 pm GMT+5:30,YES,Female,18,57,20000,65000,Yes,Yes,MTech,8.9,0,2,4,1,8,Yes,9,Yes,Yes,Yes,Fossil Gen,62,92,116,296994
2024/02/01 4:34:35 pm GMT+5:30,YES,Female,23,49,95000,108000,Yes,Yes,Bcom,8.4,2,1,6,2,7,Yes,8,No,Yes,Yes,AmazFit,62,83,106,423240
2024/02/01 4:34:36 pm GMT+5:30,YES,Male,21,70,200000,115000,Yes,No,Mcom,9.6,1,2,4,2,9,No,8,Yes,Yes,Yes,Mi,69,87,112,300394
2024/02/01 4:34:36 pm GMT+5:30,YES,Male,19,70,200000,105000,No,No,Bcom,9.2,2,3,3,2,9,No,9,No,No,Yes,Samsung,77,89,110,320514
2024/02/01 4:34:37 pm GMT+5:30,YES,Male,17,64,30000,90000,No,Yes,Bcom,6.7,0,1,4,2,9,No,8,Yes,Yes,Yes,AmazFit,75,93,102,430508
2024/02/01 4:34:37 pm GMT+5:30,YES,Female,19,61,40000,90000,Yes,No,BE,7.3,0,1,3,2,8,No,8,Yes,No,Yes,AmazFit,63,81,113,282082
2024/02/01 4:34:38 pm GMT+5:30,YES,Male,18,54,95000,45000,Yes,No,Msc,9.3,0,1,6,2,7,No,7,Yes,No,Yes,FireBolt,63,95,98,395787
2024/02/01 4:34:38 pm GMT+5:30,YES,Female,22,66,80000,65000,Yes,No,Bsc,6.4,1,2,4,2,8,No,8,Yes,No,Yes,AmazFit,78,88,100,257996
2024/02/01 4:34:38 pm GMT+5:30,YES,Female,24,65,65000,90000,No,Yes,Bcom,7.7,2,3,6,1,9,No,7,No,Yes,Yes,Noise,78,91,103,210782
2024/02/01 4:34:39 pm GMT+5:30,YES,Male,17,66,200000,115000,Yes,No,MCA,6.3,3,3,4,0,9,No,6,No,Yes,Yes,AmazFit,78,88,113,352403
2024/02/01 4:34:40 pm GMT+5:30,YES,Male,18,69,40000,90000,No,No,Mcom,9.6,2,2,5,1,9,No,8,No,Yes,Yes,Mi,79,84,95,425539
2024/02/01 4:34:40 pm GMT+5:30,YES,Female,19,64,60000,90000,Yes,Yes,Bcom,7.6,2,2,4,0,9,No,6,No,Yes,Yes,Boat,63,93,107,433758
2024/02/01 4:34:40 pm GMT+5:30,YES,Female,18,48,65000,45000,No,Yes,MCA,9.8,2,1,4,1,7,No,9,Yes,No,Yes,Mi,80,88,106,382602
2024/02/01 4:34:41 pm GMT+5:30,YES,Male,19,46,60000,105000,No,No,Msc,6.7,1,1,6,1,7,No,8,Yes,No,Yes,Fitbit,69,97,98,203891
